id_airport,airport_type,airport_name,latitude_deg,longitude_deg,airport_code,region_name,local_region,municipality,iata_code,local_code
37,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,Pittsburgh (PIT),Pennsylvania,PA,Pittsburgh,PIT,PIT
38,large_airport,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,San Jose (SJC),California,CA,San Jose,SJC,SJC
39,large_airport,Kansas City International Airport,39.2976,-94.713898,Kansas City (MCI),Missouri,MO,Kansas City,MCI,MCI
40,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,Oakland (OAK),California,CA,Oakland,OAK,OAK
41,large_airport,San Antonio International Airport,29.533701,-98.469803,San Antonio (SAT),Texas,TX,San Antonio,SAT,SAT
42,large_airport,John Wayne Orange County International Airport,33.675701,-117.867996,Santa Ana (SNA),California,CA,Santa Ana,SNA,SNA
43,large_airport,Memphis International Airport,35.04240036,-89.97669983,Memphis (MEM),Tennessee,TN,Memphis,MEM,MEM
44,medium_airport,William P Hobby Airport,29.645399,-95.2789,Houston (HOU),Texas,TX,Houston,HOU,HOU
45,large_airport,Cleveland Hopkins International Airport,41.411701,-81.8498,Cleveland (CLE),Ohio,OH,Cleveland,CLE,CLE
46,large_airport,Indianapolis International Airport,39.7173,-86.294403,Indianapolis (IND),Indiana,IN,Indianapolis,IND,IND
47,medium_airport,Dallas Love Field,32.847099,-96.851799,Dallas (DAL),Texas,TX,Dallas,DAL,DAL
48,medium_airport,Albuquerque International Sunport,35.040199,-106.609001,Albuquerque (ABQ),New Mexico,NM,Albuquerque,ABQ,ABQ
49,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,Columbus (CMH),Ohio,OH,Columbus,CMH,CMH
50,large_airport,General Mitchell International Airport,42.94720078,-87.89659882,Milwaukee (MKE),Wisconsin,WI,Milwaukee,MKE,MKE
51,medium_airport,Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053,Tucson (TUS),Arizona,AZ,Tucson,TUS,TUS
52,large_airport,Jacksonville International Airport,30.49410057,-81.68789673,Jacksonville (JAX),Florida,FL,Jacksonville,JAX,JAX
53,medium_airport,Bradley International Airport,41.93851,-72.688066,Hartford (BDL),Connecticut,CT,Hartford,BDL,BDL
54,large_airport,Buffalo Niagara International Airport,42.94049835,-78.73220062,Buffalo (BUF),New York,NY,Buffalo,BUF,BUF
55,large_airport,Ted Stevens Anchorage International Airport,61.1744,-149.996002,Anchorage (ANC),Alaska,AK,Anchorage,ANC,ANC
56,medium_airport,Will Rogers World Airport,35.393101,-97.6007,Oklahoma City (OKC),Oklahoma,OK,Oklahoma City,OKC,OKC
57,medium_airport,Kahului International Airport,20.898543,-156.431212,Kahului (OGG),Hawaii,HI,Kahului,OGG,OGG
58,large_airport,Sacramento International Airport,38.69540024,-121.5910034,Sacramento (SMF),California,CA,Sacramento,SMF,SMF
59,large_airport,Eppley Airfield,41.3032,-95.894096,Omaha (OMA),Nebraska,NE,Omaha,OMA,OMA
60,large_airport,Palm Beach International Airport,26.68320084,-80.09559631,West Palm Beach (PBI),Florida,FL,West Palm Beach,PBI,PBI
61,medium_airport,Bob Hope Airport,34.197703,-118.356378,Burbank (BUR),California,CA,Burbank,BUR,BUR
62,large_airport,Reno Tahoe International Airport,39.49909973,-119.7679977,Reno (RNO),Nevada,NV,Reno,RNO,RNO
63,large_airport,Theodore Francis Green State Airport,41.725038,-71.425668,Warwick (PVD),Rhode Island,RI,Warwick,PVD,PVD
64,medium_airport,Charleston International Airport,32.898602,-80.040497,Charleston (CHS),South Carolina,SC,Charleston,CHS,CHS
65,large_airport,Louisville Muhammad Ali International Airport,38.1744,-85.736,Louisville (SDF),Kentucky,KY,Louisville,SDF,SDF
66,medium_airport,El Paso International Airport,31.80719948,-106.3779984,El Paso (ELP),Texas,TX,El Paso,ELP,ELP
67,medium_airport,Norfolk International Airport,36.8946,-76.201202,Norfolk (ORF),Virginia,VA,Norfolk,ORF,ORF
68,medium_airport,Long Beach Airport (Daugherty Field),33.816523,-118.149891,Long Beach (LGB),California,CA,Long Beach,LGB,LGB
69,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,Fort Myers (RSW),Florida,FL,Fort Myers,RSW,RSW
70,large_airport,Richmond International Airport,37.50519943,-77.31970215,Richmond (RIC),Virginia,VA,Richmond,RIC,RIC
71,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,Savannah (SAV),Georgia,GA,Savannah,SAV,SAV
72,medium_airport,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,Birmingham (BHM),Alabama,AL,Birmingham,BHM,BHM
73,medium_airport,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,Kailua-Kona (KOA),Hawaii,HI,Kailua-Kona,KOA,KOA
74,medium_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,Boise (BOI),Idaho,ID,Boise,BOI,BOI
75,medium_airport,Westchester County Airport,41.06700134,-73.70760345,White Plains (HPN),New York,NY,White Plains,HPN,HPN
76,medium_airport,Albany International Airport,42.74829865,-73.80169678,Albany (ALB),New York,NY,Albany,ALB,ALB
77,large_airport,Ontario International Airport,34.05599976,-117.6009979,Ontario (ONT),California,CA,Ontario,ONT,ONT
78,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,Grand Rapids (GRR),Michigan,MI,Grand Rapids,GRR,GRR
79,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,Syracuse (SYR),New York,NY,Syracuse,SYR,SYR
80,medium_airport,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,Rochester (ROC),New York,NY,Rochester,ROC,ROC
81,medium_airport,Wichita Eisenhower National Airport,37.649899,-97.433098,Wichita (ICT),Kansas,KS,Wichita,ICT,ICT
82,medium_airport,Wittman Regional Airport,43.9844017,-88.55699921,Oshkosh (OSH),Wisconsin,WI,Oshkosh,OSH,OSH
83,medium_airport,James M Cox Dayton International Airport,39.902401,-84.219398,Dayton (DAY),Ohio,OH,Dayton,DAY,DAY
84,medium_airport,Des Moines International Airport,41.534,-93.663101,Des Moines (DSM),Iowa,IA,Des Moines,DSM,DSM
85,medium_airport,Spokane International Airport,47.6199,-117.533997,Spokane (GEG),Washington,WA,Spokane,GEG,GEG
86,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,Little Rock (LIT),Arkansas,AR,Little Rock,LIT,LIT
87,large_airport,Tulsa International Airport,36.19839859,-95.88809967,Tulsa (TUL),Oklahoma,OK,Tulsa,TUL,TUL
88,large_airport,Portland International Jetport,43.646198,-70.309303,Portland (PWM),Maine,ME,Portland,PWM,PWM
89,medium_airport,Dane County Regional Truax Field,43.1399,-89.337502,Madison (MSN),Wisconsin,WI,Madison,MSN,MSN
90,medium_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,Colorado Springs (COS),Colorado,CO,Colorado Springs,COS,COS
91,medium_airport,McGhee Tyson Airport,35.811001,-83.994003,Alcoa (TYS),Tennessee,TN,Alcoa,TYS,TYS
92,medium_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,Manchester (MHT),New Hampshire,NH,Manchester,MHT,MHT
93,medium_airport,Burlington International Airport,44.471901,-73.153297,South Burlington (BTV),Vermont,VT,South Burlington,BTV,BTV
94,medium_airport,Palm Springs International Airport,33.8297,-116.507004,Palm Springs (PSP),California,CA,Palm Springs,PSP,PSP
95,medium_airport,Santa Barbara Municipal Airport,34.42620087,-119.8399963,Santa Barbara (SBA),California,CA,Santa Barbara,SBA,SBA
96,medium_airport,Key West International Airport,24.556101,-81.759598,Key West (EYW),Florida,FL,Key West,EYW,EYW
97,medium_airport,Pensacola International Airport,30.4734,-87.1866,Pensacola (PNS),Florida,FL,Pensacola,PNS,PNS
98,medium_airport,Greenville Spartanburg International Airport,34.895699,-82.218903,Greer (GSP),South Carolina,SC,Greer,GSP,GSP
99,medium_airport,Blue Grass Airport,38.036499,-84.605904,Lexington (LEX),Kentucky,KY,Lexington,LEX,LEX
100,medium_airport,Rapid City Regional Airport,44.04529953,-103.0569992,Rapid City (RAP),South Dakota,SD,Rapid City,RAP,RAP
101,medium_airport,Tallahassee Regional Airport,30.3965,-84.350304,Tallahassee (TLH),Florida,FL,Tallahassee,TLH,TLH
102,medium_airport,Lihue Airport,21.976,-159.339005,Lihue (LIH),Hawaii,HI,Lihue,LIH,LIH
103,medium_airport,Boeing Field King County International Airport,47.529999,-122.302002,Seattle (BFI),Washington,WA,Seattle,BFI,BFI
104,medium_airport,Monterey Peninsula Airport,36.5870018,-121.8430023,Monterey (MRY),California,CA,Monterey,MRY,MRY
105,medium_airport,Teterboro Airport,40.85010147,-74.06079865,Teterboro (TEB),New Jersey,NJ,Teterboro,TEB,TEB
106,medium_airport,Piedmont Triad International Airport,36.097801,-79.937302,Greensboro (GSO),North Carolina,NC,Greensboro,GSO,GSO
107,medium_airport,Sarasota Bradenton International Airport,27.395399,-82.554398,Sarasota/Bradenton (SRQ),Florida,FL,Sarasota/Bradenton,SRQ,SRQ
108,medium_airport,Asheville Regional Airport,35.436199,-82.541801,Asheville (AVL),North Carolina,NC,Asheville,AVL,AVL
109,medium_airport,Daytona Beach International Airport,29.179899,-81.058098,Daytona Beach (DAB),Florida,FL,Daytona Beach,DAB,DAB
110,medium_airport,St. Petersburg Clearwater International Airport,27.9102,-82.687401,Pinellas Park (PIE),Florida,FL,Pinellas Park,PIE,PIE
111,medium_airport,North Las Vegas Metropolitan International Airport,36.210701,-115.194,Las Vegas (VGT),Nevada,NV,Las Vegas,VGT,VGT
112,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,Orlando (SFB),Florida,FL,Orlando,SFB,SFB
113,medium_airport,Bangor International Airport,44.8074,-68.828102,Bangor (BGR),Maine,ME,Bangor,BGR,BGR
114,medium_airport,Akron Canton Regional Airport,40.91609955,-81.44219971,Akron (CAK),Ohio,OH,Akron,CAK,CAK
115,medium_airport,Columbia Metropolitan Airport,33.938801,-81.119499,Columbia (CAE),South Carolina,SC,Columbia,CAE,CAE
116,medium_airport,Harrisburg International Airport,40.193501,-76.763397,Harrisburg (MDT),Pennsylvania,PA,Harrisburg,MDT,MDT
117,medium_airport,Charlottesville Albemarle Airport,38.1385994,-78.45290375,Charlottesville (CHO),Virginia,VA,Charlottesville,CHO,CHO
118,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,Lubbock (LBB),Texas,TX,Lubbock,LBB,LBB
119,medium_airport,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,Chattanooga (CHA),Tennessee,TN,Chattanooga,CHA,CHA
120,medium_airport,Huntsville International Carl T Jones Field,34.637199,-86.775101,Huntsville (HSV),Alabama,AL,Huntsville,HSV,HSV
121,medium_airport,Myrtle Beach International Airport,33.67969894,-78.92829895,Myrtle Beach (MYR),South Carolina,SC,Myrtle Beach,MYR,MYR
122,medium_airport,Fort Lauderdale Executive Airport,26.19729996,-80.17070007,Fort Lauderdale (FXE),Florida,FL,Fort Lauderdale,FXE,FXE
123,medium_airport,Van Nuys Airport,34.20980072,-118.4899979,Van Nuys (VNY),California,CA,Van Nuys,VNY,VNY
124,medium_airport,Fresno Yosemite International Airport,36.776199,-119.718002,Fresno (FAT),California,CA,Fresno,FAT,FAT
125,medium_airport,Santa Fe Municipal Airport,35.6171,-106.088997,Santa Fe (SAF),New Mexico,NM,Santa Fe,SAF,SAF
126,medium_airport,Austin Straubel International Airport,44.483459,-88.130805,Green Bay (GRB),Wisconsin,WI,Green Bay,GRB,GRB
127,medium_airport,Jackson Hole Airport,43.6072998,-110.737999,Jackson (JAC),Wyoming,WY,Jackson,JAC,JAC
128,medium_airport,Hilo International Airport,19.721399,-155.048004,Hilo (ITO),Hawaii,HI,Hilo,ITO,ITO
129,medium_airport,DeKalb Peachtree Airport,33.87559891,-84.30200195,Atlanta (PDK),Georgia,GA,Atlanta,PDK,PDK
130,medium_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,Amarillo (AMA),Texas,TX,Amarillo,AMA,AMA
131,medium_airport,Centennial Airport,39.57009888,-104.848999,Denver (APA),Colorado,CO,Denver,APA,APA
132,medium_airport,Springfield Branson National Airport,37.245701,-93.388603,Springfield (SGF),Missouri,MO,Springfield,SGF,SGF
133,medium_airport,Kissimmee Gateway Airport,28.28980064,-81.43710327,Orlando (ISM),Florida,FL,Orlando,ISM,ISM
134,medium_airport,Santa Monica Municipal Airport,34.0158,-118.450996,Santa Monica (SMO),California,CA,Santa Monica,SMO,SMO
135,medium_airport,San Luis County Regional Airport,35.23680115,-120.6419983,San Luis Obispo (SBP),California,CA,San Luis Obispo,SBP,SBP
136,medium_airport,Billings Logan International Airport,45.807701,-108.542999,Billings (BIL),Montana,MT,Billings,BIL,BIL
137,medium_airport,South Bend Regional Airport,41.708698,-86.317299,South Bend (SBN),Indiana,IN,South Bend,SBN,SBN
138,medium_airport,Lakefront Airport,30.04240036,-90.02829742,New Orleans (NEW),Louisiana,LA,New Orleans,NEW,NEW
139,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,Fairbanks (FAI),Alaska,AK,Fairbanks,FAI,FAI
140,large_airport,Camarillo International Airport,34.213699,-119.094002,Camarillo (CMA),California,CA,Camarillo,,CMA
141,medium_airport,Bellingham International Airport,48.7928009,-122.538002,Bellingham (BLI),Washington,WA,Bellingham,BLI,BLI
142,medium_airport,Fort Wayne International Airport,40.9785,-85.195099,Fort Wayne (FWA),Indiana,IN,Fort Wayne,FWA,FWA
143,medium_airport,The Eastern Iowa Airport,41.884701,-91.7108,Cedar Rapids (CID),Iowa,IA,Cedar Rapids,CID,CID
144,medium_airport,Hector International Airport,46.92070007,-96.81580353,Fargo (FAR),North Dakota,ND,Fargo,FAR,FAR
145,medium_airport,Gainesville Regional Airport,29.69009972,-82.27179718,Gainesville (GNV),Florida,FL,Gainesville,GNV,GNV
146,medium_airport,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,Sioux Falls (FSD),South Dakota,SD,Sioux Falls,FSD,FSD
147,medium_airport,McClellan-Palomar Airport,33.1283,-117.279999,Carlsbad (CRQ),California,CA,Carlsbad,CLD,CRQ
148,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,Islip (ISP),New York,NY,Islip,ISP,ISP
149,medium_airport,New York Stewart International Airport,41.504101,-74.104797,Newburgh (SWF),New York,NY,Newburgh,SWF,SWF
150,medium_airport,Duluth International Airport,46.842098,-92.193604,Duluth (DLH),Minnesota,MN,Duluth,DLH,DLH
151,medium_airport,Lakeland Linder International Airport,27.988899,-82.018602,Lakeland (LAL),Florida,FL,Lakeland,LAL,LAL
152,medium_airport,Naples Municipal Airport,26.15259933,-81.77529907,Naples (APF),Florida,FL,Naples,APF,APF
153,medium_airport,Lincoln Airport,40.85100174,-96.75920105,Lincoln (LNK),Nebraska,NE,Lincoln,LNK,LNK
154,medium_airport,Midland International Air and Space Port,31.942499,-102.202003,Midland (MAF),Texas,TX,Midland,MAF,MAF
155,medium_airport,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,Aspen (ASE),Colorado,CO,Aspen,ASE,ASE
156,medium_airport,Seattle Paine Field International Airport,47.9063,-122.281998,Everett (PAE),Washington,WA,Everett,PAE,PAE
157,medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,Santa Rosa (STS),California,CA,Santa Rosa,STS,STS
158,medium_airport,Lehigh Valley International Airport,40.651773,-75.442797,Allentown (ABE),Pennsylvania,PA,Allentown,ABE,ABE
159,medium_airport,Mahlon Sweet Field,44.12459946,-123.211998,Eugene (EUG),Oregon,OR,Eugene,EUG,EUG
160,medium_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,Roanoke (ROA),Virginia,VA,Roanoke,ROA,ROA
161,medium_airport,Laurence G Hanscom Field,42.470001,-71.289001,Bedford (BED),Massachusetts,MA,Bedford,BED,BED
162,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,Jackson (JAN),Mississippi,MS,Jackson,JAN,JAN
163,medium_airport,Mobile Regional Airport,30.6912,-88.242798,Mobile (MOB),Alabama,AL,Mobile,MOB,MOB
164,medium_airport,Miami-Opa Locka Executive Airport,25.907,-80.278397,Miami (OPF),Florida,FL,Miami,OPF,OPF
165,medium_airport,Wilmington International Airport,34.27059937,-77.90260315,Wilmington (ILM),North Carolina,NC,Wilmington,ILM,ILM
166,medium_airport,Northwest Arkansas National Airport,36.281898,-94.306801,Fayetteville/Springdale/Rogers (XNA),Arkansas,AR,Fayetteville/Springdale/Rogers,XNA,XNA
167,medium_airport,Northeast Florida Regional Airport,29.9592,-81.339798,St Augustine (SGJ),Florida,FL,St Augustine,UST,SGJ
168,medium_airport,Sacramento Executive Airport,38.51250076,-121.4929962,Sacramento (SAC),California,CA,Sacramento,SAC,SAC
169,medium_airport,Baton Rouge Metropolitan Airport,30.533199,-91.149597,Baton Rouge (BTR),Louisiana,LA,Baton Rouge,BTR,BTR
170,medium_airport,Gallatin Field,45.77750015,-111.1529999,Bozeman (BZN),Montana,MT,Bozeman,BZN,BZN
171,medium_airport,Corpus Christi International Airport,27.770399,-97.501198,Corpus Christi (CRP),Texas,TX,Corpus Christi,CRP,CRP
172,medium_airport,Melbourne Orlando International Airport,28.1028,-80.645302,Melbourne (MLB),Florida,FL,Melbourne,MLB,MLB
173,medium_airport,Rochester International Airport,43.908298,-92.5,Rochester (RST),Minnesota,MN,Rochester,RST,RST
174,medium_airport,Wilkes Barre Scranton International Airport,41.33850098,-75.7233963,Wilkes-Barre/Scranton (AVP),Pennsylvania,PA,Wilkes-Barre/Scranton,AVP,AVP
175,medium_airport,Missoula International Airport,46.91630173,-114.0910034,Missoula (MSO),Montana,MT,Missoula,MSO,MSO
176,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,Nantucket (ACK),Massachusetts,MA,Nantucket,ACK,ACK
177,medium_airport,Prescott International Airport - Ernest A. Love Field,34.654499,-112.419998,Prescott (PRC),Arizona,AZ,Prescott,PRC,PRC
178,medium_airport,Charles B. Wheeler Downtown Airport,39.12319946,-94.59279633,Kansas City (MKC),Missouri,MO,Kansas City,MKC,MKC
179,medium_airport,Grand Junction Regional Airport,39.126663,-108.529387,Grand Junction (GJT),Colorado,CO,Grand Junction,GJT,GJT
180,medium_airport,Capital City Airport,42.77870178,-84.58740234,Lansing (LAN),Michigan,MI,Lansing,LAN,LAN
181,medium_airport,Bismarck Municipal Airport,46.77270126,-100.7460022,Bismarck (BIS),North Dakota,ND,Bismarck,BIS,BIS
182,medium_airport,Yeager Airport,38.3731,-81.593201,Charleston (CRW),West Virginia,WV,Charleston,CRW,CRW
183,medium_airport,Flagstaff Pulliam International Airport,35.1385,-111.670998,Flagstaff (FLG),Arizona,AZ,Flagstaff,FLG,FLG
184,medium_airport,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,Cincinnati (LUK),Ohio,OH,Cincinnati,LUK,LUK
185,medium_airport,Grand Canyon National Park Airport,35.9524,-112.147003,Grand Canyon - Tusayan (GCN),Arizona,AZ,Grand Canyon - Tusayan,GCN,GCN
186,medium_airport,Bishop International Airport,42.9654007,-83.74359894,Flint (FNT),Michigan,MI,Flint,FNT,FNT
187,medium_airport,Phoenix–Mesa Gateway Airport,33.3078,-111.654999,Mesa (IWA),Arizona,AZ,Mesa,AZA,IWA
188,medium_airport,Vero Beach Regional Airport,27.6556,-80.417901,Vero Beach (VRB),Florida,FL,Vero Beach,VRB,VRB
189,medium_airport,Paso Robles Municipal Airport,35.67290115,-120.6269989,Paso Robles (PRB),California,CA,Paso Robles,PRB,PRB
190,medium_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,Fort Worth (FTW),Texas,TX,Fort Worth,FTW,FTW
191,medium_airport,Newport News Williamsburg International Airport,37.131901,-76.492996,Newport News (PHF),Virginia,VA,Newport News,PHF,PHF
192,medium_airport,Portsmouth International at Pease Airport,43.07789993,-70.82330322,Portsmouth (PSM),New Hampshire,NH,Portsmouth,PSM,PSM
193,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,32.656601,-114.606003,Yuma (NYL),Arizona,AZ,Yuma,YUM,NYL
194,medium_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,Blountville (TRI),Tennessee,TN,Blountville,TRI,TRI
195,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,Great Falls (GTF),Montana,MT,Great Falls,GTF,GTF
196,medium_airport,Kalamazoo Battle Creek International Airport,42.23490143,-85.55210114,Kalamazoo (AZO),Michigan,MI,Kalamazoo,AZO,AZO
197,medium_airport,Rogue Valley International Medford Airport,42.37419891,-122.8730011,Medford (MFR),Oregon,OR,Medford,MFR,MFR
198,medium_airport,St George Regional Airport,37.036389,-113.510306,St George (SGU),Utah,UT,St George,SGU,SGU
199,medium_airport,Augusta Regional At Bush Field,33.3699,-81.9645,Augusta (AGS),Georgia,GA,Augusta,AGS,AGS
200,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,Eagle (EGE),Colorado,CO,Eagle,EGE,EGE
201,medium_airport,Pueblo Memorial Airport,38.289101,-104.497002,Pueblo (PUB),Colorado,CO,Pueblo,PUB,PUB
202,medium_airport,Gulfport Biloxi International Airport,30.407301,-89.070099,Gulfport (GPT),Mississippi,MS,Gulfport,GPT,GPT
203,medium_airport,Shreveport Regional Airport,32.446602,-93.8256,Shreveport (SHV),Louisiana,LA,Shreveport,SHV,SHV
204,medium_airport,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,Toledo (TOL),Ohio,OH,Toledo,TOL,TOL
205,medium_airport,Cherry Capital Airport,44.74140167,-85.5821991,Traverse City (TVC),Michigan,MI,Traverse City,TVC,TVC
206,medium_airport,Evansville Regional Airport,38.03699875,-87.53240204,Evansville (EVV),Indiana,IN,Evansville,EVV,EVV
207,medium_airport,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,Montgomery (MGM),Alabama,AL,Montgomery,MGM,MGM
208,medium_airport,Ithaca Tompkins Regional Airport,42.49100113,-76.45839691,Ithaca (ITH),New York,NY,Ithaca,ITH,ITH
209,medium_airport,Burke Lakefront Airport,41.51750183,-81.6832962,Cleveland (BKL),Ohio,OH,Cleveland,BKL,BKL
210,medium_airport,Lake Tahoe Airport,38.89390182,-119.9950027,South Lake Tahoe (TVL),California,CA,South Lake Tahoe,TVL,TVL
211,medium_airport,Casper-Natrona County International Airport,42.908001,-106.463997,Casper (CPR),Wyoming,WY,Casper,CPR,CPR
212,medium_airport,Easterwood Field,30.58860016,-96.36380005,College Station (CLL),Texas,TX,College Station,CLL,CLL
213,medium_airport,Juneau International Airport,58.35499954,-134.576004,Juneau (JNU),Alaska,AK,Juneau,JNU,JNU
214,medium_airport,University of Illinois Willard Airport,40.039819,-88.276249,Savoy (CMI),Illinois,IL,Savoy,CMI,CMI
215,medium_airport,Miami Executive Airport,25.6479,-80.4328,Miami (TMB),Florida,FL,Miami,TMB,TMB
216,medium_airport,Page Municipal Airport,36.92610168,-111.447998,Page (PGA),Arizona,AZ,Page,PGA,PGA
